ID,Date,Category,Invoice Number,Product Code,Customer Code,Destenation,QTY,Total Price
2530368,2019-07-28,Category8,1554,30009007,603,AZE,3,8.59683
2530369,2019-09-16,Category8,2290,30009007,603,AZE,20,55.974
2530370,2019-09-16,Category8,2290,30009007,603,AZE,20,55.974
2530371,2019-10-01,Category8,2493,30009007,609,TKM,150,479.25
2530372,2019-10-01,Category8,2493,30009007,609,TKM,150,479.25
2530373,2019-10-01,Category8,2493,30009008,609,TKM,150,604.125
2530374,2019-10-01,Category8,2493,30009008,609,TKM,150,604.125
2530375,2019-09-16,Category8,2290,30009008,603,AZE,20,70.5588
2530376,2019-09-16,Category8,2290,30009008,603,AZE,20,70.5588
2530377,2019-07-28,Category8,1554,30009008,603,AZE,2,7.22458
2530378,2019-07-28,Category8,1554,30009008,603,AZE,2,7.22458
2530379,2019-06-25,Category8,1011,30009008,605,AUS,250,781.8025
2530380,2019-05-13,Category8,507,30009008,513,BHR,20,164.2752
2530381,2019-04-29,Category8,302,30009008,514,BHR,200,1660.832
2530382,2019-05-25,Category8,703,30009008,609,TKM,100,464.622
2530383,2019-05-20,Category8,607,30009008,4,MYS,23,98.57685
2530384,2019-11-26,Category8,3303,30009008,609,TKM,100,386.037
2530385,2019-11-26,Category8,3303,30009008,609,TKM,100,386.037
2530386,2019-11-09,Category8,3019,30009008,10,UAE,10,40.63302
2530387,2019-11-09,Category8,3019,30009008,10,UAE,10,40.63302
2530388,2019-12-05,Category8,3437,30009008,14,IRQ,5,19.43525
2530389,2019-12-05,Category8,3437,30009008,14,IRQ,5,19.43525
2530390,2020-02-08,Category8,4353,30009008,10,UAE,40,193.3308
2530391,2020-02-08,Category8,4353,30009008,10,UAE,40,193.3308
2530392,2020-01-15,Category8,4042,30009008,7,IRQ,50,208.1965
2530393,2020-01-15,Category8,4042,30009008,7,IRQ,50,208.1965
2530394,2019-12-28,Category8,3791,30009008,514,BHR,200,1335.446
2530395,2019-12-28,Category8,3791,30009008,514,BHR,200,1335.446
2530396,2019-12-16,Category8,3624,30009008,7,IRQ,100,400.861
2530397,2019-12-16,Category8,3624,30009008,7,IRQ,100,400.861
2530398,2019-12-10,Category8,3524,30009008,8,IRQ,50,208.7535
2530399,2019-12-10,Category8,3524,30009008,8,IRQ,50,208.7535
2530400,2020-07-29,Category8,1441,30009008,7,IRQ,100,733.9
2530401,2020-10-27,Category8,3725,30009008,8,IRQ,100,986.29
2530402,2020-02-27,Category8,4675,30009008,7,IRQ,50,279.1505
2530403,2020-02-27,Category8,4675,30009008,7,IRQ,50,279.1505
2530404,2020-02-09,Category8,4379,30009008,7,IRQ,50,241.65
2530405,2020-02-09,Category8,4379,30009008,7,IRQ,50,241.65
2530406,2020-02-22,Category8,4578,30009008,513,BHR,100,746.719
2530407,2020-02-22,Category8,4578,30009008,513,BHR,100,746.719
2530408,2020-02-27,Category8,4664,30009008,8,IRQ,100,524.698
2530409,2020-02-27,Category8,4664,30009008,8,IRQ,100,524.698
2530410,2020-05-14,Category8,543,30009008,514,BHR,300,2480.268
2530411,2020-05-14,Category8,543,30009008,514,BHR,300,2480.268
2530412,2020-04-27,Category8,293,30009008,7,IRQ,40,223.392
2530413,2020-04-27,Category8,293,30009008,7,IRQ,40,223.392
2530414,2020-02-27,Category4,4664,30001187,8,IRQ,350,4765.5195
2530415,2020-02-27,Category4,4664,30001187,8,IRQ,350,4765.5195
2530416,2020-03-09,Category4,4820,30001187,10,UAE,20,282.416
2530417,2020-03-09,Category4,4820,30001187,10,UAE,20,282.416
2530418,2019-12-10,Category4,3525,30001187,8,IRQ,300,3250.257
2530419,2019-12-10,Category4,3525,30001187,8,IRQ,300,3250.257
2530420,2019-12-28,Category4,3790,30001187,514,BHR,600,10973.886
2530421,2019-12-28,Category4,3790,30001187,514,BHR,600,10973.886
2530422,2019-12-21,Category4,3701,30001187,603,AZE,50,612.7685
2530423,2019-12-21,Category4,3701,30001187,603,AZE,50,612.7685
2530424,2019-12-05,Category4,3438,30001187,14,IRQ,500,5043.3973
2530425,2019-12-05,Category4,3438,30001187,14,IRQ,500,5043.3973
2530426,2019-04-29,Category4,302,30001187,514,BHR,200,4549.236
2530427,2019-04-30,Category4,317,30001187,560,AFG,56,637.2212
2530428,2019-04-28,Category4,268,30001187,612,IRQ,400,4269.492
2530429,2019-07-09,Category4,1283,30001187,560,AFG,111,1185.25023
2530430,2019-09-16,Category4,2290,30001187,603,AZE,50,457.746
2530431,2019-09-16,Category4,2290,30001187,603,AZE,50,457.746
2530432,2019-10-01,Category4,2494,30001187,609,TKM,100,1045.125
2530433,2019-10-01,Category4,2494,30001187,609,TKM,100,1045.125
2530434,2019-10-01,Category4,2493,30001191,609,TKM,85,361.4625
2530435,2019-10-01,Category4,2493,30001191,609,TKM,85,361.4625
2530436,2019-05-25,Category4,704,30001191,609,TKM,80,392.4624
2530437,2019-12-03,Category4,3386,30001191,609,TKM,70,285.3214
2530438,2019-12-03,Category4,3386,30001191,609,TKM,70,285.3214
2530439,2020-02-09,Category4,4375,30001191,7,IRQ,81,413.343
2530440,2020-02-09,Category4,4375,30001191,7,IRQ,81,413.343
2530441,2020-01-15,Category4,4036,30001191,7,IRQ,60,263.793
2530442,2020-01-15,Category4,4036,30001191,7,IRQ,60,263.793
2530443,2019-12-28,Category4,3789,30001191,15,ZAF,400,1958.236
2530444,2019-12-28,Category4,3789,30001191,15,ZAF,400,1958.236
2530445,2019-12-16,Category4,3623,30001191,7,IRQ,42,177.76752
2530446,2019-12-16,Category4,3623,30001191,7,IRQ,42,177.76752
2530447,2020-03-01,Category4,4709,30001191,15,ZAF,400,2252.88
2530448,2020-03-01,Category4,4709,30001191,15,ZAF,400,2252.88
2530449,2020-02-27,Category4,4674,30001191,7,IRQ,50,294.7455
2530450,2020-02-27,Category4,4674,30001191,7,IRQ,50,294.7455
2530451,2020-04-27,Category4,292,30001191,7,IRQ,30,176.904
2530452,2020-04-27,Category4,292,30001191,7,IRQ,30,176.904
2530453,2020-04-27,Category4,292,30001192,7,IRQ,50,294.84
2530454,2020-04-27,Category4,292,30001192,7,IRQ,50,294.84
2530455,2020-02-27,Category4,4674,30001192,7,IRQ,50,294.7455
2530456,2020-02-27,Category4,4674,30001192,7,IRQ,50,294.7455
2530457,2020-03-01,Category4,4709,30001192,15,ZAF,400,2252.88
2530458,2020-03-01,Category4,4709,30001192,15,ZAF,400,2252.88
2530459,2019-12-28,Category4,3789,30001192,15,ZAF,400,1958.236
2530460,2019-12-28,Category4,3789,30001192,15,ZAF,400,1958.236
2530461,2019-12-16,Category4,3623,30001192,7,IRQ,42,177.76752
2530462,2019-12-16,Category4,3623,30001192,7,IRQ,42,177.76752
2530463,2020-01-15,Category4,4036,30001192,7,IRQ,60,263.793
2530464,2020-01-15,Category4,4036,30001192,7,IRQ,60,263.793
2530465,2020-02-09,Category4,4375,30001192,7,IRQ,90,459.27
2530466,2020-02-09,Category4,4375,30001192,7,IRQ,90,459.27
2530467,2019-11-26,Category4,3303,30001192,609,TKM,70,285.3221
2530468,2019-11-26,Category4,3303,30001192,609,TKM,70,285.3221
2530469,2019-05-25,Category4,702,30001192,609,TKM,80,392.4624
2530470,2019-10-01,Category4,2493,30001192,609,TKM,85,361.4625
2530471,2019-10-01,Category4,2493,30001192,609,TKM,85,361.4625
2530472,2019-05-25,Category4,702,30001193,609,TKM,60,401.8068
2530473,2019-12-03,Category4,3386,30001193,609,TKM,60,333.846
2530474,2019-12-03,Category4,3386,30001193,609,TKM,60,333.846
2530475,2019-10-01,Category4,2493,30001193,609,TKM,70,406.35
2530476,2019-10-01,Category4,2493,30001193,609,TKM,70,406.35
2530477,2019-12-03,Category4,3386,30001195,609,TKM,60,333.846
2530478,2019-12-03,Category4,3386,30001195,609,TKM,60,333.846
2530479,2019-05-25,Category4,702,30001195,609,TKM,60,401.8068
2530480,2019-10-01,Category4,2493,30001195,609,TKM,70,406.35
2530481,2019-10-01,Category4,2493,30001195,609,TKM,70,406.35
2530482,2019-10-01,Category4,2493,30001197,609,TKM,70,406.35
2530483,2019-10-01,Category4,2493,30001197,609,TKM,70,406.35
2530484,2019-05-25,Category4,702,30001197,609,TKM,60,401.8068
2530485,2019-12-03,Category4,3386,30001197,609,TKM,60,333.846
2530486,2019-12-03,Category4,3386,30001197,609,TKM,60,333.846
2530487,2019-11-26,Category4,3303,30001198,609,TKM,70,285.3221
2530488,2019-11-26,Category4,3303,30001198,609,TKM,70,285.3221
2530489,2019-05-25,Category4,702,30001198,609,TKM,80,392.4624
2530490,2019-10-01,Category4,2493,30001198,609,TKM,85,361.4625
2530491,2019-10-01,Category4,2493,30001198,609,TKM,85,361.4625
2530492,2020-02-09,Category4,4375,30001198,7,IRQ,90,459.27
2530493,2020-02-09,Category4,4375,30001198,7,IRQ,90,459.27
2530494,2020-01-15,Category4,4036,30001198,7,IRQ,60,263.793
2530495,2020-01-15,Category4,4036,30001198,7,IRQ,60,263.793
2530496,2019-12-28,Category4,3789,30001198,15,ZAF,400,1958.236
2530497,2019-12-28,Category4,3789,30001198,15,ZAF,400,1958.236
2530498,2019-12-16,Category4,3623,30001198,7,IRQ,40,169.3024
2530499,2019-12-16,Category4,3623,30001198,7,IRQ,40,169.3024
2530500,2020-03-01,Category4,4709,30001198,15,ZAF,400,2252.88
2530501,2020-03-01,Category4,4709,30001198,15,ZAF,400,2252.88
2530502,2020-04-27,Category4,292,30001198,7,IRQ,20,117.936
2530503,2020-04-27,Category4,292,30001198,7,IRQ,20,117.936
2530504,2020-12-02,Category4,4538,30001199,22,PAK,25,881.20069
2530505,2019-12-10,Category4,3525,30001199,8,IRQ,34,563.05122
2530506,2019-12-10,Category4,3525,30001199,8,IRQ,34,563.05122
2530507,2019-12-28,Category4,3790,30001199,514,BHR,70,1578.1311
2530508,2019-12-28,Category4,3790,30001199,514,BHR,70,1578.1311
2530509,2020-01-05,Category4,3913,30001199,560,AFG,385,6152.75045
2530510,2020-01-05,Category4,3913,30001199,560,AFG,385,6152.75045
2530511,2019-12-05,Category4,3437,30001199,14,IRQ,125,1927.2399
2530512,2019-12-05,Category4,3437,30001199,14,IRQ,125,1927.2399
2530513,2019-08-04,Category4,1650,30001199,560,AFG,112,1815.11568
2530514,2019-08-04,Category4,1650,30001199,560,AFG,112,1815.11568
2530515,2019-07-30,Category4,1573,30001199,560,AFG,112,1817.04432
2530516,2019-04-30,Category4,317,30001199,560,AFG,56,974.00912
2530517,2019-04-28,Category4,268,30001199,612,IRQ,300,4894.521
2530518,2019-11-25,Category4,3278,30001199,12,AFG,45,630.5175
2530519,2019-11-25,Category4,3278,30001199,12,AFG,45,630.5175
2530520,2019-11-09,Category4,3029,30001199,560,AFG,72,928.47096
2530521,2019-11-09,Category4,3029,30001200,560,AFG,78,1005.84354
2530522,2019-11-25,Category4,3278,30001200,12,AFG,45,630.5175
2530523,2019-11-25,Category4,3278,30001200,12,AFG,45,630.5175
2530524,2019-04-28,Category4,268,30001200,612,IRQ,300,4894.521
2530525,2019-04-30,Category4,317,30001200,560,AFG,56,974.00912
2530526,2019-07-30,Category4,1573,30001200,560,AFG,112,1817.04432
2530527,2019-08-04,Category4,1650,30001200,560,AFG,112,1815.11568
2530528,2019-08-04,Category4,1650,30001200,560,AFG,112,1815.11568
2530529,2019-12-05,Category4,3437,30001200,14,IRQ,226,3484.44974
2530530,2019-12-05,Category4,3437,30001200,14,IRQ,226,3484.44974
2530531,2020-01-05,Category4,3914,30001200,560,AFG,275,4394.82175
2530532,2020-01-05,Category4,3914,30001200,560,AFG,275,4394.82175
2530533,2019-12-28,Category4,3790,30001200,514,BHR,100,2254.473
2530534,2019-12-28,Category4,3790,30001200,514,BHR,100,2254.473
2530535,2019-12-10,Category4,3525,30001200,8,IRQ,34,563.05122
2530536,2019-12-10,Category4,3525,30001200,8,IRQ,34,563.05122
2530537,2020-12-02,Category4,4538,30001200,22,PAK,25,881.20069
2530538,2020-12-02,Category4,4538,30001201,22,PAK,25,881.20069
2530539,2019-12-28,Category4,3790,30001201,514,BHR,70,1578.1311
2530540,2019-12-28,Category4,3790,30001201,514,BHR,70,1578.1311
2530541,2020-01-05,Category4,3913,30001201,560,AFG,110,1757.9287
2530542,2020-01-05,Category4,3913,30001201,560,AFG,110,1757.9287
2530543,2019-12-05,Category4,3437,30001201,14,IRQ,24,370.03006
2530544,2019-12-05,Category4,3437,30001201,14,IRQ,24,370.03006
2530545,2019-12-05,Category4,3437,30001202,14,IRQ,125,1927.2399
2530546,2019-12-05,Category4,3437,30001202,14,IRQ,125,1927.2399
2530547,2020-01-14,Category4,4024,30001202,560,AFG,9,143.83053
2530548,2020-01-14,Category4,4024,30001202,560,AFG,9,143.83053
2530549,2020-01-05,Category4,3913,30001202,560,AFG,321,5129.95557
2530550,2020-01-05,Category4,3913,30001202,560,AFG,321,5129.95557
2530551,2019-12-28,Category4,3790,30001202,514,BHR,100,2254.473
2530552,2019-12-28,Category4,3790,30001202,514,BHR,100,2254.473
2530553,2019-12-10,Category4,3525,30001202,8,IRQ,32,529.93056
2530554,2019-12-10,Category4,3525,30001202,8,IRQ,32,529.93056
2530555,2019-07-30,Category4,1573,30001202,560,AFG,112,1817.04432
2530556,2019-08-04,Category4,1650,30001202,560,AFG,112,1815.11568
2530557,2019-08-04,Category4,1650,30001202,560,AFG,112,1815.11568
2530558,2019-04-30,Category4,317,30001202,560,AFG,56,974.00912
2530559,2019-04-28,Category4,268,30001202,612,IRQ,200,3263.014
2530560,2019-11-25,Category4,3278,30001202,12,AFG,23,322.2645
2530561,2019-11-25,Category4,3278,30001202,12,AFG,23,322.2645
2530562,2019-11-09,Category4,3029,30001202,560,AFG,72,928.47096
2530563,2020-12-02,Category4,4538,30001202,22,PAK,25,881.20069
2530564,2021-08-24,Category4,2808,30001126,37,DEU,15,173.8108
2530565,2019-10-02,Category4,2522,30001126,589,PAK,50,257.025
2530566,2019-10-02,Category4,2522,30001126,589,PAK,50,257.025
2530567,2019-06-01,Category4,795,30001126,5,SYC,50,318.1815
2530568,2019-12-28,Category4,3792,30001126,514,BHR,50,377.40869
2530569,2019-12-28,Category4,3792,30001126,514,BHR,50,377.40869
2530570,2019-07-29,Category6,1562,30002116,6,LKA,5,119.8388
2530571,2019-07-29,Category6,1562,30002116,6,LKA,5,119.8388
2530572,2021-08-24,Category6,2810,30002116,37,DEU,10,470.75378
2530573,2021-08-24,Category6,2810,30002117,37,DEU,10,470.75378
2530574,2020-03-01,Category4,4709,30001170,15,ZAF,400,2252.88
2530575,2020-03-01,Category4,4709,30001170,15,ZAF,400,2252.88
2530576,2020-02-27,Category4,4674,30001170,7,IRQ,55,324.22005
2530577,2020-02-27,Category4,4674,30001170,7,IRQ,55,324.22005
2530578,2020-01-15,Category4,4036,30001170,7,IRQ,60,263.793
2530579,2020-01-15,Category4,4036,30001170,7,IRQ,60,263.793
2530580,2019-12-28,Category4,3789,30001170,15,ZAF,400,1958.236
2530581,2019-12-28,Category4,3789,30001170,15,ZAF,400,1958.236
2530582,2019-12-16,Category4,3623,30001170,7,IRQ,34,143.90704
2530583,2019-12-16,Category4,3623,30001170,7,IRQ,34,143.90704
2530584,2019-12-16,Category4,3623,30001206,7,IRQ,42,177.76752
2530585,2019-12-16,Category4,3623,30001206,7,IRQ,42,177.76752
2530586,2019-12-28,Category4,3789,30001206,15,ZAF,400,1958.236
2530587,2019-12-28,Category4,3789,30001206,15,ZAF,400,1958.236
2530588,2020-01-15,Category4,4036,30001206,7,IRQ,60,263.793
2530589,2020-01-15,Category4,4036,30001206,7,IRQ,60,263.793
2530590,2020-02-09,Category4,4375,30001206,7,IRQ,100,510.3
2530591,2020-02-09,Category4,4375,30001206,7,IRQ,100,510.3
2530592,2019-10-01,Category4,2493,30001206,609,TKM,85,361.4625
2530593,2019-10-01,Category4,2493,30001206,609,TKM,85,361.4625
2530594,2019-05-25,Category4,702,30001206,609,TKM,80,392.4624
2530595,2019-12-03,Category4,3386,30001206,609,TKM,70,285.3214
2530596,2019-12-03,Category4,3386,30001206,609,TKM,70,285.3214
2530597,2020-03-01,Category4,4709,30001206,15,ZAF,400,2252.88
2530598,2020-03-01,Category4,4709,30001206,15,ZAF,400,2252.88
2530599,2020-04-27,Category4,292,30001206,7,IRQ,50,294.84
2530600,2020-04-27,Category4,292,30001206,7,IRQ,50,294.84
2530601,2019-11-20,Category3,3216,30003009,595,CAN,18,40.74681
2530602,2019-11-20,Category3,3216,30003009,595,CAN,18,40.74681
2530603,2020-02-27,Category4,4674,30001160,7,IRQ,50,294.7455
2530604,2020-02-27,Category4,4674,30001160,7,IRQ,50,294.7455
2530605,2020-03-01,Category4,4709,30001208,15,ZAF,550,6310.15
2530606,2020-03-01,Category4,4709,30001208,15,ZAF,550,6310.15
2530607,2020-03-09,Category4,4820,30001208,10,UAE,40,472.576
2530608,2020-03-09,Category4,4820,30001208,10,UAE,40,472.576
2530609,2020-12-02,Category4,4540,30001208,22,PAK,50,999.10763
2530610,2020-01-05,Category4,3914,30001208,560,AFG,660,5719.461
2530611,2020-01-05,Category4,3914,30001208,560,AFG,660,5719.461
2530612,2019-12-28,Category4,3789,30001208,15,ZAF,550,5484.8805
2530613,2019-12-28,Category4,3789,30001208,15,ZAF,550,5484.8805
2530614,2019-12-28,Category4,3790,30001208,514,BHR,70,876.3867
2530615,2019-12-28,Category4,3790,30001208,514,BHR,70,876.3867
2530616,2019-12-09,Category4,3490,30001208,560,AFG,30,236.5278
2530617,2019-12-09,Category4,3490,30001208,560,AFG,30,236.5278
2530618,2019-12-09,Category4,3489,30001208,560,AFG,520,4099.8152
2530619,2019-12-09,Category4,3489,30001208,560,AFG,520,4099.8152
2530620,2019-12-10,Category7,3508,30006002,7,IRQ,1000,2439
2530621,2019-12-10,Category7,3508,30006002,7,IRQ,1000,2439
2530622,2019-11-27,Category7,3323,30006002,603,AZE,1000,2724.92
2530623,2019-11-27,Category7,3323,30006002,603,AZE,1000,2724.92
2530624,2019-12-31,Category7,3840,30006002,7,IRQ,500,1165.5
2530625,2019-12-31,Category7,3840,30006002,7,IRQ,500,1165.5
2530626,2020-01-01,Category7,3861,30006002,560,AFG,4032,10890.59328
2530627,2020-01-01,Category7,3861,30006002,560,AFG,4032,10890.59328
2530628,2020-02-08,Category7,4354,30006002,10,UAE,60,194.4108
2530629,2020-02-08,Category7,4354,30006002,10,UAE,60,194.4108
2530630,2019-12-05,Category7,3438,30006002,14,IRQ,400,1042.33648
2530631,2019-12-05,Category7,3438,30006002,14,IRQ,400,1042.33648
2530632,2020-02-01,Category7,4242,30006002,7,IRQ,500,1165.5
2530633,2020-02-01,Category7,4242,30006002,7,IRQ,500,1165.5
2530634,2019-11-18,Category7,3185,30006002,7,IRQ,1000,2151
2530635,2019-11-18,Category7,3185,30006002,7,IRQ,1000,2151
2530636,2019-12-09,Category7,3483,30006002,560,AFG,910,2236.2613
2530637,2019-12-09,Category7,3483,30006002,560,AFG,910,2236.2613
2530638,2019-11-26,Category7,3303,30006002,609,TKM,700,1811.565
2530639,2019-11-26,Category7,3303,30006002,609,TKM,700,1811.565
2530640,2019-11-09,Category7,3036,30006002,560,AFG,910,1983.3541
2530641,2019-11-09,Category7,3036,30006002,560,AFG,910,1983.3541
2530642,2019-11-16,Category7,3141,30006002,603,AZE,1000,2625.98
2530643,2019-11-16,Category7,3141,30006002,603,AZE,1000,2625.98
2530644,2019-10-02,Category7,2523,30006002,603,AZE,80,216.7864
2530645,2019-10-02,Category7,2523,30006002,603,AZE,80,216.7864
2530646,2019-10-10,Category7,2639,30006002,603,AZE,900,2331.018
2530647,2019-10-10,Category7,2639,30006002,603,AZE,900,2331.018
2530648,2019-10-02,Category7,2521,30006002,589,PAK,50,138
2530649,2019-10-02,Category7,2521,30006002,589,PAK,50,138
2530650,2019-10-22,Category7,2812,30006002,7,IRQ,500,1017
2530651,2019-10-22,Category7,2812,30006002,7,IRQ,500,1017
2530652,2019-10-26,Category7,2843,30006002,603,AZE,800,2103.92
2530653,2019-10-26,Category7,2843,30006002,603,AZE,800,2103.92
2530654,2019-08-21,Category7,1929,30006002,604,DJI,400,897.036
2530655,2019-08-21,Category7,1929,30006002,604,DJI,400,897.036
2530656,2019-10-20,Category7,2779,30006002,603,AZE,800,2157.496
2530657,2019-10-20,Category7,2779,30006002,603,AZE,800,2157.496
2530658,2019-10-13,Category7,2684,30006002,5,SYC,300,778.395
2530659,2019-10-13,Category7,2684,30006002,5,SYC,300,778.395
2530660,2019-10-13,Category7,2685,30006002,605,AUS,300,628.866
2530661,2019-10-13,Category7,2685,30006002,605,AUS,300,628.866
2530662,2019-10-13,Category7,2686,30006002,603,AZE,1000,2590.01
2530663,2019-10-13,Category7,2686,30006002,603,AZE,1000,2590.01
2530664,2019-08-21,Category7,1928,30006002,604,DJI,400,897.036
2530665,2019-08-21,Category7,1928,30006002,604,DJI,400,897.036
2530666,2019-10-01,Category7,2493,30006002,609,TKM,420,1134
2530667,2019-10-01,Category7,2493,30006002,609,TKM,420,1134
2530668,2019-08-06,Category7,1717,30006002,560,AFG,1334,2449.224
2530669,2019-08-06,Category7,1717,30006002,560,AFG,1334,2449.224
2530670,2019-08-31,Category7,2059,30006002,603,AZE,1000,2618.67
2530671,2019-08-31,Category7,2059,30006002,603,AZE,1000,2618.67
2530672,2019-09-16,Category7,2290,30006002,603,AZE,910,2448.173
2530673,2019-09-16,Category7,2290,30006002,603,AZE,910,2448.173
2530674,2019-07-14,Category7,1358,30006002,560,AFG,1333,2447.388
2530675,2019-07-03,Category7,1184,30006002,560,AFG,1334,1653.67976
2530676,2019-07-28,Category7,1554,30006002,603,AZE,1000,2754.62
2530677,2019-07-28,Category7,1554,30006002,603,AZE,1000,2754.62
2530678,2020-11-09,Category7,4023,30006002,7,IRQ,500,2450
2530679,2020-11-19,Category7,4244,30006002,560,AFG,2350,8866.08
2530680,2020-10-28,Category7,3750,30006002,7,IRQ,200,1175.2
2530681,2020-11-28,Category7,4404,30006002,7,IRQ,380,1897.72
2530682,2020-10-26,Category7,3697,30006002,19,IRQ,250,1377.5
2530683,2020-10-07,Category7,3320,30006002,7,IRQ,175,1022
2530684,2020-09-23,Category7,3048,30006002,589,PAK,600,3541.818
2530685,2020-10-03,Category7,3224,30006002,4,MYS,70,483
2530686,2020-10-04,Category7,3254,30006002,603,AZE,600,4427.25
2530687,2020-07-29,Category7,1439,30006002,7,IRQ,200,820
2530688,2020-12-07,Category7,4640,30006002,7,IRQ,200,1028
2530689,2020-12-15,Category7,4839,30006002,23,IRQ,300,1564.2
2530690,2020-10-21,Category7,3609,30006002,560,AFG,2000,8092.8
2530691,2020-03-01,Category7,4694,30006002,7,IRQ,500,1559.5
2530692,2020-03-01,Category7,4694,30006002,7,IRQ,500,1559.5
2530693,2020-04-20,Category7,194,30006002,7,IRQ,250,762.5
2530694,2020-04-20,Category7,194,30006002,7,IRQ,250,762.5
2530695,2020-04-20,Category7,195,30006002,7,IRQ,250,762.5
2530696,2020-04-20,Category7,195,30006002,7,IRQ,250,762.5
2530697,2020-03-13,Category7,4871,30006002,603,AZE,300,855.969
2530698,2020-03-13,Category7,4871,30006002,603,AZE,300,855.969
2530699,2020-04-20,Category7,193,30006002,7,IRQ,400,1220
2530700,2020-04-20,Category7,193,30006002,7,IRQ,400,1220
2530701,2020-04-20,Category7,187,30006002,595,CAN,70,234.2403
2530702,2020-04-20,Category7,187,30006002,595,CAN,70,234.2403
2530703,2020-03-01,Category7,4691,30006002,7,IRQ,1000,3119
2530704,2020-03-01,Category7,4691,30006002,7,IRQ,1000,3119
2530705,2020-02-24,Category7,4620,30006002,603,AZE,200,615.316
2530706,2020-02-24,Category7,4620,30006002,603,AZE,200,615.316
2530707,2020-02-22,Category7,4579,30006002,595,CAN,200,639.32
2530708,2020-02-22,Category7,4579,30006002,595,CAN,200,639.32
2530709,2020-06-27,Category7,1010,30006002,5,SYC,250,1115.31
2530710,2020-06-07,Category7,787,30006002,4,MYS,25,92.0045
2530711,2020-06-10,Category7,836,30006002,560,AFG,2000,7376.76
2530712,2020-07-12,Category7,1206,30006002,560,AFG,2500,9762.25
2530713,2020-07-22,Category7,1359,30006002,5,SYC,250,1149.775
2530714,2020-08-09,Category7,1543,30006002,8,IRQ,50,230
2530715,2020-09-15,Category7,2156,30006002,7,IRQ,240,1132.32
2530716,2020-09-15,Category7,2159,30006002,7,IRQ,100,471.8
2530717,2020-09-02,Category7,1855,30006002,8,IRQ,50,227
2530718,2020-09-03,Category7,1877,30006002,603,AZE,300,1464.273
2530719,2020-09-09,Category7,2030,30006002,4,MYS,183,999.18
2530720,2020-09-09,Category7,2031,30006002,560,AFG,2000,9680.32
2530721,2020-09-09,Category7,2030,30006003,4,MYS,183,999.18
2530722,2020-09-10,Category7,2057,30006003,560,AFG,2000,9680.32
2530723,2020-09-03,Category7,1877,30006003,603,AZE,2700,13178.457
2530724,2020-09-04,Category7,1878,30006003,7,IRQ,2000,8980
2530725,2020-09-02,Category7,1855,30006003,8,IRQ,575,2610.5
2530726,2020-09-15,Category7,2156,30006003,7,IRQ,200,943.6
2530727,2020-09-15,Category7,2159,30006003,7,IRQ,750,3538.5
2530728,2020-08-09,Category7,1543,30006003,8,IRQ,175,805
2530729,2020-08-09,Category7,1542,30006003,560,AFG,1000,4842.15
2530730,2020-08-06,Category7,1530,30006003,603,AZE,250,1228.11
2530731,2020-07-22,Category7,1359,30006003,5,SYC,250,1149.775
2530732,2020-07-12,Category7,1205,30006003,603,AZE,5000,24562.2
2530733,2020-07-29,Category7,1444,30006003,7,IRQ,2500,10250
2530734,2020-06-27,Category7,1010,30006003,5,SYC,250,1115.31
2530735,2020-04-20,Category7,194,30006003,7,IRQ,1250,3812.5
2530736,2020-04-20,Category7,194,30006003,7,IRQ,1250,3812.5
2530737,2020-02-22,Category7,4579,30006003,595,CAN,200,639.32
2530738,2020-02-22,Category7,4579,30006003,595,CAN,200,639.32
2530739,2020-02-24,Category7,4620,30006003,603,AZE,895,2753.5391
2530740,2020-02-24,Category7,4620,30006003,603,AZE,895,2753.5391
2530741,2020-02-12,Category7,4411,30006003,603,AZE,3395,9563.9187
2530742,2020-02-12,Category7,4411,30006003,603,AZE,3395,9563.9187
2530743,2020-02-24,Category7,4621,30006003,603,AZE,4700,14459.926
2530744,2020-02-24,Category7,4621,30006003,603,AZE,4700,14459.926
2530745,2020-02-24,Category7,4622,30006003,603,AZE,3610,11106.4538
2530746,2020-02-24,Category7,4622,30006003,603,AZE,3610,11106.4538
2530747,2020-02-27,Category7,4665,30006003,8,IRQ,1000,2931.27
2530748,2020-02-27,Category7,4665,30006003,8,IRQ,1000,2931.27
2530749,2020-02-29,Category7,4688,30006003,5,SYC,200,686.152
2530750,2020-02-29,Category7,4688,30006003,5,SYC,200,686.152
2530751,2020-04-20,Category7,187,30006003,595,CAN,70,234.2403
2530752,2020-04-20,Category7,187,30006003,595,CAN,70,234.2403
2530753,2020-03-13,Category7,4871,30006003,603,AZE,2100,5991.783
2530754,2020-03-13,Category7,4871,30006003,603,AZE,2100,5991.783
2530755,2020-04-20,Category7,195,30006003,7,IRQ,1250,3812.5
2530756,2020-04-20,Category7,195,30006003,7,IRQ,1250,3812.5
2530757,2020-04-20,Category7,193,30006003,7,IRQ,2100,6405
2530758,2020-04-20,Category7,193,30006003,7,IRQ,2100,6405
2530759,2020-03-01,Category7,4694,30006003,7,IRQ,2000,6238
2530760,2020-03-01,Category7,4694,30006003,7,IRQ,2000,6238
2530761,2020-03-01,Category7,4693,30006003,7,IRQ,4000,12476
2530762,2020-03-01,Category7,4693,30006003,7,IRQ,4000,12476
2530763,2020-08-17,Category7,1655,30006003,603,AZE,5200,24121.812
2530764,2020-12-12,Category7,4738,30006003,560,AFG,237,894.1536
